,lat,lon,minutes_remaining,period,playoffs,shot_distance,shot_made_flag
787,33.9663,-118.1888,8,3,0,11,0.0
789,34.0443,-118.2698,7,3,0,0,0.0
790,34.0463,-118.4268,7,3,0,15,1.0
792,34.0423,-118.3678,1,3,0,9,0.0
793,34.0443,-118.2698,0,3,0,0,0.0
794,34.0443,-118.2698,0,3,0,0,1.0
796,34.0313,-118.1258,10,4,0,14,1.0
797,34.0673,-118.3848,7,4,0,11,0.0
798,34.0443,-118.2698,6,4,0,0,0.0
800,33.9453,-118.1108,4,4,0,18,1.0
801,34.0273,-118.3998,4,4,0,13,1.0
802,33.8903,-118.1528,3,4,0,19,0.0
806,34.0523,-118.0878,2,1,0,18,1.0
807,34.0483,-118.1168,7,2,0,15,1.0
809,34.0443,-118.2698,6,2,0,0,1.0
810,34.0083,-118.0878,1,2,0,18,1.0
813,33.9323,-118.1548,0,2,0,16,0.0
815,33.8673,-118.2948,9,3,0,17,0.0
817,34.0183,-118.3768,7,3,0,11,0.0
818,34.0253,-118.3238,4,3,0,5,1.0
820,34.0523,-118.1028,3,3,0,16,1.0
821,33.8603,-118.1848,0,3,0,20,0.0
822,34.0593,-118.3978,8,4,0,12,0.0
823,33.8733,-118.1468,5,4,0,21,1.0
829,34.0273,-118.3918,8,1,0,12,0.0
830,33.8693,-118.1758,5,1,0,19,0.0
831,33.9073,-118.3918,4,1,0,18,1.0
832,33.8843,-118.1468,2,1,0,20,1.0
833,33.8793,-118.3068,0,1,0,16,1.0
834,33.9453,-118.1258,0,1,0,17,0.0
835,33.8843,-118.3618,7,2,0,18,1.0
836,33.9763,-118.2708,7,2,0,6,1.0
839,34.0443,-118.2698,2,2,0,0,1.0
840,33.9893,-118.0898,1,2,0,18,0.0
841,34.0213,-118.4058,11,3,0,13,0.0
843,33.8903,-118.3918,6,3,0,19,0.0
844,34.0593,-118.3998,4,4,0,13,1.0
845,33.9833,-118.4188,3,4,0,16,1.0
846,34.0443,-118.2698,2,4,0,0,0.0
847,34.0163,-118.4338,1,4,0,16,1.0
848,34.0633,-118.4338,0,4,0,16,0.0
849,34.0273,-118.0978,3,5,0,17,0.0
850,33.8903,-118.4058,2,5,0,20,1.0
851,33.8253,-118.2038,1,5,0,22,0.0
852,33.8843,-118.2158,10,1,0,16,0.0
855,33.8963,-118.2248,4,1,0,15,1.0
856,33.8693,-118.1828,3,1,0,19,1.0
857,33.9243,-118.1258,2,1,0,18,0.0
859,34.0443,-118.2698,0,1,0,0,1.0
860,33.8903,-118.1828,10,2,0,17,0.0
862,34.0443,-118.2698,7,2,0,0,1.0
863,34.0443,-118.2698,5,2,0,0,0.0
864,33.9833,-118.2708,5,2,0,6,1.0
865,33.9113,-118.3918,3,2,0,18,1.0
866,33.8253,-118.3138,0,2,0,22,0.0
867,34.0423,-118.1528,8,3,0,11,0.0
868,34.0463,-118.3998,7,3,0,13,1.0
870,34.0373,-118.3918,2,3,0,12,0.0
871,34.0443,-118.2698,1,3,0,0,1.0
872,33.8963,-118.3918,10,4,0,19,1.0
873,33.9663,-118.3008,7,4,0,8,1.0
874,33.8693,-118.2098,11,1,0,18,1.0
876,33.8693,-118.1678,8,1,0,20,0.0
877,33.8523,-118.3618,3,1,0,21,0.0
878,34.0423,-118.1528,3,1,0,11,1.0
880,33.9933,-118.2378,0,1,0,6,0.0
881,34.0443,-118.2698,11,2,0,0,1.0
882,33.9343,-118.2648,8,2,0,11,1.0
883,33.8903,-118.1468,7,2,0,19,1.0
884,33.9283,-118.2438,5,2,0,11,1.0
887,33.9623,-118.4458,0,2,0,19,0.0
889,33.9113,-118.1678,8,3,0,16,0.0
892,33.8793,-118.1828,3,3,0,18,1.0
893,34.0103,-118.3918,2,3,0,12,0.0
894,33.9283,-118.2438,0,3,0,11,1.0
895,33.8733,-118.1598,9,4,0,20,0.0
897,33.9893,-118.4188,6,4,0,15,0.0
898,34.0443,-118.2698,3,4,0,0,0.0
899,34.0443,-118.2698,1,4,0,0,0.0
903,33.8963,-118.2688,8,1,0,14,0.0
904,33.9033,-118.4168,7,1,0,20,0.0
905,34.0443,-118.3328,2,1,0,6,1.0
906,33.9093,-118.1848,1,1,0,15,1.0
909,34.0503,-118.1408,10,2,0,12,0.0
910,34.0293,-118.3178,8,2,0,5,0.0
911,33.9813,-118.1128,10,3,0,16,0.0
912,34.0353,-118.3748,9,3,0,10,0.0
913,34.0443,-118.2698,1,3,0,0,0.0
916,33.8483,-118.2268,9,4,0,20,0.0
917,33.9683,-118.1198,6,4,0,16,0.0
918,34.0403,-118.3328,4,4,0,6,1.0
920,34.0443,-118.2698,10,1,0,0,1.0
922,33.9893,-118.4188,5,1,0,15,0.0
924,33.9553,-118.2308,2,1,0,9,0.0
925,34.0443,-118.2698,2,1,0,0,0.0
926,33.9243,-118.1318,1,1,0,18,0.0
927,33.9763,-118.3008,0,1,0,7,0.0
928,33.9933,-118.2378,0,1,0,6,1.0
929,34.0443,-118.2698,8,2,0,0,1.0
930,34.0313,-118.3138,5,2,0,4,1.0
932,34.0463,-118.3768,0,2,0,10,1.0
935,33.8633,-118.1528,3,3,0,21,1.0
937,34.0443,-118.2698,5,4,0,0,0.0
938,34.0443,-118.2698,4,4,0,0,0.0
939,33.8393,-118.2798,0,4,0,20,1.0
941,34.0043,-118.1278,9,1,0,14,1.0
945,34.0273,-118.1128,0,1,0,15,0.0
946,33.9223,-118.4078,6,2,0,18,1.0
947,33.8563,-118.2378,5,2,0,19,0.0
948,34.0443,-118.2698,4,2,0,0,0.0
950,33.9783,-118.1358,2,2,0,14,0.0
952,34.0213,-118.4528,11,3,0,18,0.0
954,34.0443,-118.2698,7,3,0,0,1.0
955,33.9223,-118.4018,2,3,0,17,0.0
956,34.0443,-118.2698,2,3,0,0,1.0
957,34.0443,-118.2698,1,3,0,0,0.0
958,34.0443,-118.2698,10,4,0,0,1.0
959,34.0103,-118.4228,8,4,0,15,1.0
960,33.9553,-118.4078,7,4,0,16,0.0
961,34.0443,-118.2698,4,4,0,0,0.0
963,34.0443,-118.2698,2,4,0,0,1.0
964,34.0443,-118.2698,1,4,0,0,1.0
965,34.0443,-118.2698,0,4,0,0,1.0
967,34.0523,-118.1548,9,1,0,11,1.0
968,33.9173,-118.3468,7,1,0,14,1.0
969,34.0633,-118.1108,5,1,0,16,0.0
970,34.0463,-118.2188,5,1,0,5,1.0
971,33.9283,-118.3618,4,1,0,14,0.0
972,34.0523,-118.4248,3,1,0,15,0.0
973,34.0373,-118.2628,2,1,0,0,1.0
975,34.0213,-118.1548,6,2,0,11,0.0
976,34.0373,-118.4038,4,2,0,13,0.0
977,34.0313,-118.2818,4,2,0,1,0.0
979,34.0043,-118.2738,3,2,0,4,0.0
981,34.0523,-118.2688,1,2,0,0,1.0
983,34.0313,-118.2188,10,3,0,5,0.0
985,33.8943,-118.3028,7,3,0,15,1.0
986,34.0443,-118.4108,5,3,0,14,1.0
987,33.9173,-118.2688,3,3,0,12,0.0
989,34.0043,-118.4318,7,4,0,16,0.0
990,33.9973,-118.2628,4,4,0,4,0.0
991,33.9003,-118.2688,3,4,0,14,1.0
992,34.0573,-118.0898,0,4,0,18,0.0
993,33.9833,-118.4058,10,1,0,14,1.0
995,33.9193,-118.1568,5,1,0,16,0.0
996,34.0443,-118.2698,2,1,0,0,0.0
998,33.8163,-118.2688,0,1,0,22,0.0
999,34.0443,-118.2698,5,2,0,0,0.0
1000,34.0443,-118.2698,4,2,0,0,0.0
1001,34.0443,-118.2698,0,2,0,0,0.0
1002,34.0213,-118.4338,0,2,0,16,0.0
1003,33.9263,-118.4128,9,3,0,18,0.0
1004,33.9993,-118.1488,3,3,0,12,1.0
1005,34.0443,-118.2698,0,3,0,0,1.0
1006,34.0443,-118.2698,8,4,0,0,0.0
1008,34.0443,-118.2698,7,4,0,0,1.0
1010,34.0443,-118.2698,8,1,0,0,0.0
1011,33.8633,-118.3488,7,1,0,19,1.0
1012,34.0443,-118.2698,4,1,0,0,0.0
1013,34.0443,-118.2698,4,1,0,0,1.0
1014,34.0043,-118.1108,3,1,0,16,1.0
1015,34.0443,-118.2698,2,1,0,0,0.0
1016,33.9553,-118.1378,0,1,0,15,0.0
1017,34.0443,-118.2698,0,1,0,0,1.0
1019,34.0213,-118.1258,11,2,0,14,1.0
1020,33.9663,-118.2648,9,2,0,7,1.0
1021,34.0443,-118.2698,5,2,0,0,1.0
1023,33.9493,-118.2588,2,2,0,9,1.0
1024,33.8633,-118.3278,2,2,0,19,0.0
1026,34.0443,-118.2698,0,2,0,0,0.0
1029,33.9553,-118.4188,5,3,0,17,0.0
1030,33.9003,-118.1528,4,3,0,18,1.0
1031,33.8733,-118.1378,3,3,0,21,1.0
1032,34.0443,-118.2698,1,3,0,0,1.0
1034,34.0443,-118.2698,8,4,0,0,0.0
1036,33.9173,-118.1378,4,4,0,18,0.0
1039,33.9343,-118.3768,0,4,0,15,0.0
1040,34.0443,-118.2698,11,1,0,0,1.0
1041,34.0273,-118.4668,9,1,0,19,1.0
1042,33.9093,-118.3808,7,1,0,17,0.0
1043,34.0423,-118.1848,6,1,0,8,0.0
1044,33.8753,-118.3538,3,1,0,18,0.0
1045,33.8693,-118.1488,7,2,0,21,1.0
1046,33.9033,-118.2558,7,2,0,14,0.0
1047,34.0443,-118.2698,6,2,0,0,0.0
1048,33.8813,-118.1428,6,2,0,20,0.0
1049,34.0443,-118.2698,4,2,0,0,0.0
1052,34.0523,-118.4738,1,2,0,20,1.0
1053,33.8813,-118.1638,0,2,0,19,0.0
1054,34.0103,-118.4298,0,2,0,16,0.0
1055,33.8983,-118.1278,11,3,0,20,1.0
1056,33.9593,-118.2968,10,3,0,8,0.0
1057,33.9833,-118.2968,9,3,0,6,1.0
1058,34.0213,-118.2208,7,3,0,5,0.0
1059,33.8753,-118.1428,6,3,0,21,0.0
1061,34.0443,-118.2698,2,3,0,0,1.0
1062,34.0373,-118.1068,2,3,0,16,0.0
1063,33.9033,-118.2968,0,3,0,14,0.0
1064,33.9873,-118.3238,5,4,0,7,0.0
1066,33.9833,-118.4018,5,1,0,14,0.0
1067,33.8523,-118.3238,4,1,0,19,1.0
1068,33.8413,-118.2758,1,1,0,20,0.0
1070,34.0443,-118.2698,9,2,0,0,1.0
1071,34.0693,-118.1358,5,2,0,13,0.0
1072,33.9363,-118.4018,1,2,0,17,1.0
1074,34.0463,-118.4018,9,3,0,13,1.0
1075,33.9323,-118.1968,8,3,0,13,0.0
1076,34.0443,-118.2698,8,3,0,0,1.0
1077,34.0443,-118.2698,7,3,0,0,1.0
1078,33.9193,-118.1428,6,3,0,17,1.0
1079,34.0443,-118.2698,4,3,0,0,1.0
1080,34.0593,-118.4108,11,4,0,14,0.0
1081,34.0443,-118.2698,9,4,0,0,0.0
1082,34.0423,-118.4108,7,4,0,14,1.0
1083,34.0163,-118.4438,6,4,0,17,0.0
1084,34.0443,-118.2698,5,4,0,0,1.0
1085,33.9873,-118.3808,4,4,0,12,0.0
1087,34.0443,-118.2698,2,4,0,0,0.0
1088,34.0103,-118.3808,1,4,0,11,1.0
1089,33.8413,-118.2118,0,4,0,21,0.0
1090,33.8653,-118.2418,0,4,0,18,0.0
1092,34.0443,-118.2698,10,1,0,0,1.0
1094,34.0443,-118.2698,2,1,0,0,1.0
1095,33.9573,-118.1968,1,1,0,11,1.0
1096,34.0443,-118.2698,0,1,0,0,0.0
1099,34.0443,-118.2698,10,3,0,0,1.0
1100,33.9453,-118.2328,8,3,0,10,0.0
1102,34.0293,-118.4398,7,3,0,17,1.0
1103,34.0443,-118.2698,6,3,0,0,0.0
1104,34.0403,-118.3618,3,3,0,9,1.0
1106,34.0333,-118.4038,6,4,0,13,1.0
1108,34.0443,-118.2698,4,4,0,0,1.0
1109,34.0443,-118.2698,1,4,0,0,1.0
1110,34.0443,-118.2698,1,4,0,0,1.0
1111,33.8603,-118.2688,0,4,0,18,0.0
1113,34.0443,-118.2698,3,5,0,0,0.0
1114,34.0103,-118.1258,2,5,0,14,0.0
1115,34.0443,-118.2698,1,5,0,0,0.0
1116,34.0443,-118.2698,0,5,0,0,1.0
1118,34.0443,-118.1028,9,2,0,16,0.0
1119,34.0443,-118.2698,5,2,0,0,1.0
1121,33.9513,-118.4208,3,2,0,17,0.0
1122,34.0443,-118.2698,2,2,0,0,1.0
1123,33.9453,-118.1168,10,3,0,18,1.0
1124,33.9573,-118.4208,9,3,0,17,0.0
1125,33.9343,-118.2988,7,3,0,11,1.0
1126,34.0403,-118.1168,5,3,0,15,0.0
1127,34.0443,-118.2698,5,3,0,0,1.0
1128,33.9783,-118.1088,0,3,0,17,0.0
1131,34.0443,-118.2698,8,1,0,0,1.0
1133,33.9973,-118.4248,2,1,0,16,0.0
1135,33.8653,-118.1758,10,2,0,20,1.0
1136,33.8963,-118.3828,9,2,0,18,0.0
1139,33.8753,-118.3618,0,2,0,19,1.0
1140,34.0443,-118.2698,8,3,0,0,0.0
1142,33.9873,-118.2268,5,3,0,7,0.0
1143,33.9743,-118.4108,5,3,0,15,0.0
1144,34.0183,-118.2118,6,4,0,6,0.0
1145,33.9193,-118.4188,1,4,0,19,0.0
1146,34.0443,-118.2698,0,4,0,0,1.0
1147,34.0333,-118.2608,10,1,0,1,1.0
1148,33.9153,-118.1358,6,1,0,18,1.0
1149,33.9473,-118.1218,5,1,0,17,0.0
1152,34.0403,-118.2478,9,2,0,2,0.0
1153,34.0043,-118.2188,4,2,0,6,1.0
1155,33.9533,-118.4758,0,2,0,22,0.0
1156,34.0233,-118.2688,0,2,0,2,1.0
1157,33.9153,-118.3408,11,3,0,14,1.0
1158,34.0293,-118.2608,11,3,0,1,0.0
1159,34.0163,-118.3258,9,3,0,6,0.0
1160,34.0293,-118.3638,7,3,0,9,1.0
1161,34.0333,-118.1298,5,3,0,14,1.0
1163,34.0103,-118.2688,2,3,0,3,0.0
1165,34.0403,-118.4318,11,4,0,16,0.0
1167,34.0443,-118.2608,7,4,0,0,1.0
1168,33.9533,-118.3178,6,4,0,10,0.0
1169,34.0483,-118.3638,4,4,0,9,0.0
1170,33.8753,-118.3348,4,4,0,18,0.0
1172,34.0403,-118.2608,3,4,0,0,1.0
1175,34.0443,-118.2698,10,1,0,0,0.0
1176,33.8273,-118.2078,5,1,0,22,0.0
1177,34.0143,-118.4208,10,2,0,15,0.0
1178,33.9073,-118.2668,6,2,0,13,1.0
1180,33.9513,-118.4628,2,2,0,21,1.0
1181,34.0253,-118.4718,2,2,0,20,0.0
1182,33.9183,-118.2928,11,3,0,12,0.0
1183,33.9783,-118.2668,10,3,0,6,1.0
1184,34.0253,-118.1238,8,3,0,14,0.0
1185,34.0403,-118.1928,3,3,0,7,0.0
1186,33.9953,-118.2988,0,3,0,5,0.0
1187,34.0443,-118.2698,0,3,0,0,0.0
1188,34.0083,-118.1238,11,4,0,15,1.0
1189,34.0443,-118.2698,8,4,0,0,0.0
1190,34.0023,-118.2518,2,4,0,4,1.0
1191,34.0103,-118.4248,11,1,0,15,1.0
1192,33.8863,-118.3618,8,1,0,18,1.0
1193,33.9643,-118.4608,6,1,0,20,0.0
1194,34.0443,-118.2698,3,1,0,0,1.0
1195,33.8413,-118.2878,2,1,0,20,1.0
1196,34.0143,-118.2628,5,2,0,3,0.0
1197,33.9643,-118.2478,5,2,0,8,0.0
1198,33.9433,-118.2818,4,2,0,10,1.0
1200,33.9093,-118.1108,2,2,0,20,1.0
1203,34.0463,-118.4398,10,3,0,17,1.0
1204,34.0443,-118.4188,7,3,0,14,0.0
1206,33.8583,-118.1548,5,3,0,21,1.0
1207,34.0373,-118.4698,3,3,0,20,1.0
1208,33.9873,-118.2818,2,3,0,5,0.0
1209,34.0443,-118.2698,2,3,0,0,1.0
1210,33.8923,-118.1168,11,4,0,21,0.0
1211,33.8313,-118.2628,9,4,0,21,0.0
1212,34.0373,-118.2878,9,4,0,1,0.0
1213,33.8353,-118.3118,6,4,0,21,1.0
1214,33.9263,-118.0898,5,4,0,21,1.0
1215,34.0103,-118.4398,1,4,0,17,1.0
1219,33.8713,-118.3918,10,1,0,21,0.0
1220,33.9853,-118.4608,0,1,0,19,1.0
1222,34.0313,-118.2648,8,2,0,1,1.0
1223,33.9093,-118.1528,5,2,0,17,1.0
1224,33.8653,-118.1378,2,2,0,22,1.0
1225,34.0043,-118.1108,2,2,0,16,0.0
1229,33.9193,-118.4338,2,3,0,20,0.0
1230,34.0183,-118.2708,1,3,0,2,0.0
1232,33.9853,-118.0978,6,4,0,18,0.0
1233,34.0183,-118.3198,4,4,0,5,1.0
1234,33.9913,-118.2708,3,4,0,5,0.0
1235,33.8813,-118.1638,10,1,0,19,1.0
1237,34.0443,-118.2698,7,1,0,0,1.0
1239,34.0443,-118.2698,1,1,0,0,1.0
1241,34.0443,-118.2698,0,1,0,0,1.0
1242,34.0443,-118.2698,3,2,0,0,1.0
1243,33.9133,-118.2058,10,3,0,14,0.0
1244,33.9593,-118.2688,8,3,0,8,0.0
1245,33.9533,-118.2688,8,3,0,9,0.0
1246,34.0443,-118.2698,7,3,0,0,1.0
1247,33.9833,-118.2558,3,3,0,6,0.0
1248,34.0443,-118.2698,2,3,0,0,1.0
1249,34.0443,-118.2698,2,3,0,0,1.0
1250,33.9783,-118.1828,10,1,0,10,0.0
1251,33.8733,-118.1528,9,1,0,20,0.0
1252,34.0123,-118.3218,8,1,0,6,0.0
1253,33.9953,-118.3008,8,1,0,5,0.0
1254,34.0233,-118.2398,3,1,0,3,0.0
1256,34.0443,-118.2698,0,2,0,0,1.0
1257,34.0443,-118.2698,11,3,0,0,1.0
1258,34.0273,-118.4378,10,3,0,16,0.0
1259,34.0443,-118.2698,4,3,0,0,1.0
1260,34.0443,-118.2698,2,3,0,0,0.0
1261,34.0443,-118.2698,4,4,0,0,1.0
1262,34.0443,-118.2698,3,4,0,0,0.0
1263,34.0593,-118.4228,2,4,0,15,1.0
1264,33.8943,-118.3218,1,4,0,15,0.0
1265,33.9493,-118.3368,0,4,0,11,1.0
1267,33.9433,-118.2688,9,1,0,10,0.0
1268,33.9193,-118.3808,9,1,0,16,0.0
1269,33.8813,-118.1548,7,1,0,19,0.0
1270,34.0443,-118.2698,6,1,0,0,0.0
1271,34.0443,-118.2698,4,1,0,0,1.0
1272,33.9533,-118.2628,2,1,0,9,0.0
1273,33.9533,-118.3538,1,1,0,12,0.0
1274,33.9033,-118.1488,4,2,0,18,0.0
1275,34.0443,-118.2698,2,2,0,0,0.0
1276,33.9933,-118.4588,0,2,0,19,0.0
1277,34.0443,-118.2698,11,3,0,0,0.0
1279,33.8883,-118.1848,9,3,0,17,0.0
1280,34.0443,-118.2698,8,3,0,0,1.0
1281,33.9703,-118.2478,7,3,0,7,1.0
1282,33.9433,-118.1148,5,3,0,18,0.0
1283,33.8983,-118.3598,5,3,0,17,1.0
1284,34.0043,-118.1008,4,3,0,17,0.0
1286,34.0103,-118.3238,3,3,0,6,0.0
1287,34.0443,-118.2698,3,3,0,0,0.0
1288,34.0443,-118.2698,1,3,0,0,1.0
1289,33.8413,-118.3088,1,3,0,20,1.0
1290,34.0213,-118.4108,0,3,0,14,1.0
1291,33.9703,-118.2118,0,3,0,9,0.0
1293,33.9323,-118.2968,11,4,0,11,0.0
1295,34.0443,-118.2698,8,4,0,0,1.0
1296,34.0373,-118.1218,6,4,0,14,0.0
1297,34.0443,-118.2698,5,4,0,0,1.0
1298,33.9093,-118.1358,5,4,0,19,0.0
1299,33.9593,-118.4228,4,4,0,17,1.0
1301,33.9593,-118.4108,10,1,0,16,0.0
1302,34.0423,-118.3808,10,1,0,11,0.0
1303,33.9263,-118.2208,7,1,0,12,1.0
1304,33.9133,-118.3678,6,1,0,16,0.0
1305,34.0443,-118.2698,5,1,0,0,1.0
1306,34.0443,-118.2698,3,1,0,0,0.0
1307,33.9873,-118.3958,3,1,0,13,0.0
1308,33.9363,-118.1758,2,1,0,14,0.0
1309,33.9193,-118.3328,1,1,0,13,0.0
1310,33.9363,-118.1278,6,2,0,17,0.0
1311,34.0443,-118.2698,5,2,0,0,1.0
1312,34.0313,-118.1848,3,2,0,8,0.0
1313,34.0443,-118.2698,3,2,0,0,0.0
1314,34.0443,-118.2698,10,3,0,0,1.0
1315,34.0463,-118.1758,9,3,0,9,1.0
1316,33.9703,-118.2558,8,3,0,7,0.0
1317,33.9593,-118.1548,7,3,0,14,0.0
1322,34.0443,-118.2698,0,3,0,0,0.0
1323,33.9593,-118.2208,11,4,0,9,1.0
1324,34.0373,-118.3468,7,4,0,7,1.0
1325,33.9973,-118.2118,3,4,0,7,0.0
1326,34.0443,-118.2698,2,4,0,0,1.0
1327,33.8583,-118.3468,0,4,0,20,0.0
1328,33.8813,-118.1968,0,4,0,17,1.0
1329,34.0423,-118.1758,4,5,0,9,1.0
1330,33.9193,-118.1428,4,5,0,17,1.0
1331,33.8753,-118.2758,3,5,0,16,0.0
1332,34.0443,-118.2698,1,5,0,0,1.0
1334,33.9303,-118.1378,6,1,0,17,1.0
1335,34.0443,-118.2698,4,1,0,0,1.0
1336,34.0103,-118.4418,0,1,0,17,0.0
1338,33.9813,-118.4268,3,2,0,16,0.0
1339,33.9533,-118.1508,2,2,0,14,1.0
1340,33.8813,-118.2518,2,2,0,16,0.0
1342,33.9703,-118.1088,8,3,0,17,0.0
1343,33.9153,-118.3638,5,3,0,15,1.0
1344,33.9473,-118.4148,3,3,0,17,1.0
1345,33.9533,-118.4208,1,3,0,17,0.0
1346,34.0443,-118.2698,0,3,0,0,0.0
1347,33.9933,-118.2018,11,4,0,8,1.0
1348,33.9873,-118.2078,10,4,0,8,1.0
1349,33.9873,-118.4358,9,4,0,17,1.0
1351,33.8923,-118.1928,6,4,0,17,0.0
1352,33.8813,-118.1658,4,4,0,19,1.0
1353,34.0443,-118.2698,3,4,0,0,1.0
1354,33.9093,-118.3938,3,4,0,18,0.0
1355,34.0443,-118.2698,2,4,0,0,0.0
1357,33.9973,-118.4058,0,4,0,14,0.0
1358,33.9973,-118.3198,0,4,0,6,1.0
1359,33.9533,-118.1928,4,5,0,11,1.0
1360,33.9973,-118.1088,3,5,0,16,1.0
1361,33.9533,-118.2228,0,5,0,10,1.0
1362,34.0443,-118.2588,8,1,0,1,1.0
1363,34.0503,-118.2588,4,1,0,1,1.0
1364,34.0443,-118.3138,0,1,0,4,0.0
1365,33.9873,-118.2668,0,1,0,5,1.0
1367,34.0503,-118.3708,0,2,0,10,1.0
1368,33.8483,-118.2668,0,2,0,19,0.0
1370,34.0353,-118.2228,9,3,0,4,0.0
1371,34.0353,-118.4148,7,3,0,14,0.0
1373,33.8483,-118.1808,3,3,0,21,1.0
1375,34.0353,-118.2588,0,3,0,1,1.0
1376,34.0023,-118.2458,0,3,0,4,0.0
1377,33.8443,-118.2668,11,4,0,20,0.0
1378,33.9973,-118.2378,11,4,0,5,1.0
1380,33.9893,-118.3348,10,1,0,8,0.0
1382,34.0443,-118.2698,11,2,0,0,0.0
1383,34.0443,-118.4148,7,2,0,14,0.0
1385,33.8503,-118.2928,5,2,0,19,0.0
1386,33.9893,-118.4358,2,2,0,17,0.0
1387,33.9953,-118.2708,10,3,0,4,0.0
1388,34.0823,-118.4208,9,3,0,15,0.0
1389,34.0823,-118.1298,8,3,0,14,1.0
1390,33.9003,-118.1238,3,3,0,20,0.0
1392,33.8903,-118.2078,9,4,0,16,0.0
1393,33.9073,-118.0878,3,4,0,22,1.0
1394,34.0443,-118.2698,2,4,0,0,1.0
1395,34.0763,-118.3848,2,4,0,11,0.0
1396,34.0233,-118.1088,1,4,0,16,0.0
1397,33.9833,-118.1378,7,1,0,14,0.0
1399,34.0443,-118.2698,11,2,0,0,1.0
1400,33.9893,-118.2018,10,2,0,8,0.0
1401,34.0443,-118.2698,8,2,0,0,0.0
1403,34.0443,-118.2698,5,2,0,0,1.0
1404,33.9933,-118.2708,4,2,0,5,1.0
1405,34.0443,-118.3708,3,2,0,10,0.0
1406,33.9783,-118.4628,1,2,0,20,1.0
1407,34.0443,-118.2698,10,3,0,0,1.0
1408,34.0273,-118.3408,10,3,0,7,0.0
1409,34.0443,-118.2698,6,3,0,0,1.0
1410,34.0103,-118.2308,5,3,0,5,0.0
1411,34.0043,-118.1168,4,3,0,15,0.0
1412,33.9893,-118.2858,3,3,0,5,0.0
1413,34.0373,-118.3138,9,4,0,4,1.0
1414,34.0443,-118.2698,1,4,0,0,0.0
1415,34.0443,-118.2698,1,4,0,0,0.0
1416,34.0313,-118.1298,1,4,0,14,0.0
1417,34.0443,-118.2698,0,4,0,0,1.0
1418,33.8943,-118.2588,0,4,0,15,0.0
1419,33.9343,-118.1378,10,1,0,17,0.0
1420,34.0503,-118.2018,8,1,0,6,1.0
1421,33.8443,-118.2518,7,1,0,20,0.0
1422,33.9893,-118.1448,3,1,0,13,0.0
1423,33.8843,-118.2228,8,2,0,16,0.0
1424,34.0443,-118.2698,7,2,0,0,0.0
1425,34.0443,-118.2698,2,2,0,0,0.0
1426,34.0503,-118.1718,1,2,0,9,0.0
1428,33.9623,-118.1238,9,3,0,16,1.0
1429,33.9453,-118.1718,7,3,0,13,1.0
1430,33.9953,-118.3788,4,3,0,11,0.0
1431,34.0023,-118.1298,4,3,0,14,0.0
1432,34.0443,-118.2698,9,4,0,0,1.0
1434,33.8813,-118.2478,9,1,0,16,0.0
1437,33.9323,-118.1358,1,1,0,17,0.0
1438,34.0043,-118.3808,10,1,0,11,0.0
1439,34.0523,-118.3958,10,1,0,12,1.0
1440,33.9363,-118.1068,6,1,0,19,1.0
1441,33.8923,-118.1848,5,1,0,17,1.0
1442,33.9433,-118.1278,5,1,0,17,1.0
1444,34.0523,-118.4108,3,2,0,14,1.0
1445,34.0043,-118.3958,1,2,0,13,0.0
1446,34.0213,-118.4168,7,3,0,14,0.0
1448,34.0463,-118.1008,5,3,0,16,1.0
1449,33.8523,-118.3178,2,3,0,19,0.0
1450,33.9263,-118.1358,0,3,0,17,0.0
1451,33.9593,-118.3958,11,4,0,15,0.0
1452,33.9133,-118.1428,10,1,0,18,1.0
1453,33.9873,-118.2628,9,1,0,5,0.0
1454,33.8883,-118.1698,8,1,0,18,0.0
1455,34.0443,-118.2698,7,1,0,0,1.0
1456,33.9263,-118.1638,5,1,0,15,0.0
1457,34.0443,-118.2698,4,1,0,0,1.0
1458,33.9263,-118.1358,4,1,0,17,1.0
1459,33.8923,-118.3808,1,1,0,18,0.0
1460,33.9193,-118.1638,10,2,0,16,1.0
1461,33.9473,-118.2968,10,3,0,10,0.0
1462,33.8883,-118.2688,9,3,0,15,1.0
1463,34.0443,-118.2698,8,3,0,0,1.0
1464,33.9363,-118.1698,7,3,0,14,0.0
1466,34.0523,-118.1428,5,3,0,12,1.0
1467,34.0313,-118.4298,4,3,0,16,0.0
1468,34.0443,-118.2698,2,3,0,0,0.0
1469,33.8523,-118.2878,2,3,0,19,1.0
1470,34.0593,-118.3958,2,3,0,12,1.0
1471,34.0443,-118.2698,1,3,0,0,1.0
1472,33.9093,-118.2348,1,3,0,13,1.0
1473,34.0313,-118.1148,0,3,0,15,0.0
1474,34.0443,-118.2698,9,4,0,0,0.0
1476,33.8813,-118.1358,5,1,0,21,0.0
1478,34.0733,-118.1278,10,2,0,14,1.0
1480,34.0443,-118.2698,8,2,0,0,1.0
1481,34.0443,-118.2698,1,2,0,0,0.0
1482,34.0443,-118.2698,0,2,0,0,0.0
1483,33.8373,-118.1968,10,3,0,21,0.0
1485,33.9093,-118.3388,7,3,0,15,0.0
1486,34.0443,-118.2698,6,3,0,0,0.0
1487,34.0443,-118.2698,5,3,0,0,1.0
1488,34.0443,-118.2698,4,3,0,0,1.0
1489,33.8883,-118.1758,3,3,0,18,1.0
1491,33.9263,-118.2688,0,3,0,11,0.0
